asin,ISBN10,brand,image_url,title,categories
B001I7RRUA,,"Oscar Wilde (Author), Michael Page (Narrator), Brilliance Audio (Publisher) & 0 more",,The Picture of Dorian Gray,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction"",""Genre Fiction"",""Classics""]"
B001G4Y8ZC,,"Oscar Wilde (Author), Simon Prebble (Narrator), Tantor Audio (Publisher) & 0 more",,The Picture of Dorian Gray,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction"",""Genre Fiction"",""Classics""]"
B001WYVAJ8,,"William R. Forstchen (Author), Joe Barrett (Narrator), Blackstone Audio, Inc. (Publisher) & 0 more",,One Second After,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
B001MXQ7AQ,,"Ayn Rand (Author), Scott Brick (Narrator), Blackstone Audio, Inc. (Publisher) & 0 more",,Atlas Shrugged,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Political""]"
B001LNK9C4,,"Malcolm Gladwell (Narrator, Author), Hachette Audio (Publisher)",,Outliers: The Story of Success,"[""Books"",""Science & Math"",""Mathematics"",""Applied"",""Statistics""]"
B001NHNG64,,Lee Child,,Die Trying (Jack Reacher Book 2),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
B0025UMMBI,,"Jim Roberts (Narrator), Sun Tzu (Author), Jimcin Recordings (Publisher) & 0 more",,The Art of War,"[""Books"",""Business & Money"",""Job Hunting & Careers"",""Guides""]"
B0028TY1CO,,"Gillian Flynn (Author), Rebecca Lowman (Narrator), Cassandra Campbell (Narrator), Mark Deakins (Narrator), Robertson Dean (Narrator), Random House Audio (Publisher) & 3 more",,Dark Places: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Women Sleuths""]"
B002AU3UHS,,"Clarissa Pinkola Estes (Narrator), Clarissa Pinkola Estés (Author), Sounds True (Publisher) & 0 more",,Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality"",""Mental & Spiritual Healing""]"
B002SRC2PO,,"James Dashner (Author), Mark Deakins (Narrator), Listening Library (Publisher) & 0 more",,"The Maze Runner: Maze Runner, Book 1","[""Books"",""Children's Books"",""Growing Up & Facts of Life"",""Friendship, Social Skills & School Life"",""Social Skills""]"
B002R85KEE,,"Sally Lloyd-Jones (Author), David Suchet (Narrator), Zondervan (Publisher) & 0 more",,The Jesus Storybook Bible: Every Story Whispers His Name,"[""Books"",""Children's Books"",""Religions"",""Christianity"",""Bible"",""Stories""]"
B002RCJ9LA,,"Diana Gabaldon (Author), Davina Porter (Narrator), Recorded Books (Publisher) & 0 more",,"An Echo in the Bone: Outlander, Book 7","[""Books"",""Romance"",""Historical"",""Scottish""]"
B002RI97IY,,Eckhart Tolle,,A New Earth: The life-changing follow up to The Power of Now. ‘My No.1 guru will always be Eckhart Tolle’ Chris Evans,"[""Books"",""Crafts, Hobbies & Home"",""Crafts & Hobbies""]"
B002WEBBBO,,"Neil Gaiman (Author), Terry Pratchett (Author), Martin Jarvis (Narrator), HarperAudio (Publisher) & 1 more",,Good Omens,"[""Books"",""Literature & Fiction"",""Humor & Satire"",""Humorous""]"
B002ONBGF4,,"Dan Brown (Author), Paul Michael (Narrator), Random House Audio (Publisher) & 0 more",,The Lost Symbol,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Spies & Politics"",""Political""]"
B0036UZCRM,,"Rebecca Skloot (Author), Cassandra Campbell (Narrator), Bahni Turpin (Narrator), Random House Audio (Publisher) & 1 more",,The Immortal Life of Henrietta Lacks,"[""Books"",""Politics & Social Sciences"",""Social Sciences"",""Ethnic Studies"",""African Descent & Black"",""African American Studies""]"
B00338QENI,,Rebecca Skloot,,The Immortal Life of Henrietta Lacks,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
B003672JHG,,Kristin Hannah,,Winter Garden,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
B0031KN6T8,,"Ray Porter (Narrator), Timothy Ferriss (Author), Blackstone Audio, Inc. (Publisher) & 0 more",,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich (Expanded and Updated)","[""Books"",""Business & Money"",""Business Culture"",""Motivation & Self-Improvement""]"
B0030MR076,,"Howard Zinn (Author), Jeff Zinn (Narrator), HarperAudio (Publisher) & 0 more",,A People's History of the United States,"[""Books"",""Politics & Social Sciences"",""Politics & Government"",""Ideologies & Doctrines"",""Democracy""]"
B003EY7JGM,,Isabel Wilkerson,,The Warmth of Other Suns: The Epic Story of America's Great Migration,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
B003TSEEDY,,Stephen Chbosky,,The Perks of Being a Wallflower,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
B003IF37TK,,"Isaac Asimov (Author), Scott Brick (Narrator), Random House Audio (Publisher) & 0 more",,Foundation (Apple Series Tie-in Edition),"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Hard Science Fiction""]"
B0041JKFJW,,"Brandon Sanderson (Author), Kate Reading (Narrator), Michael Kramer (Narrator), Macmillan Audio (Publisher) & 1 more",,"The Way of Kings: The Stormlight Archive, Book 1","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]"
B0044X4QEA,,"Jeannette Walls (Author, Narrator), Simon & Schuster Audio (Publisher)",,The Glass Castle: A Memoir,"[""Books"",""Biographies & Memoirs"",""Arts & Literature"",""Authors""]"
B0044X81LY,,"Ken Follett (Author), John Lee (Narrator), Penguin Audio (Publisher) & 0 more",,Fall of Giants: Book One of the Century Trilogy,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Cultural Heritage""]"
B0043M6712,,Andrzej Sapkowski,,The Last Wish: Introducing the Witcher - Now a major Netflix show,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
B004CJN7TG,,"Laura Hillenbrand (Author), Edward Herrmann (Narrator), Random House Audio (Publisher) & 0 more",,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","[""Books"",""Biographies & Memoirs"",""Leaders & Notable People"",""Military""]"
B004D2R0WM,,"David Heath (Narrator), Sun Tzu (Author), Mission Audio (Publisher) & 0 more",,The Art of War,"[""Books"",""History"",""Military"",""Weapons & Warfare"",""Conventional""]"
B004EPZ0H0,,Rebecca Skloot,,The Immortal Life of Henrietta Lacks,"[""Books"",""Politics & Social Sciences"",""Sociology""]"
B00480O9L4,,Stieg Larsson,,The Girl with the Dragon Tattoo: The genre-defining thriller that introduced the world to Lisbeth Salander (Millennium Series Book 1),"[""Books"",""Travel"",""Europe""]"
B004HYHTN6,,"Maya Angelou (Author, Narrator), Random House Audio (Publisher)",,I Know Why the Caged Bird Sings,"[""Books"",""Literature & Fiction"",""History & Criticism"",""Regional & Cultural"",""United States"",""Black & African American""]"
B004RFAIWO,,"Isabel Wilkerson (Author), Robin Miles (Narrator), Brilliance Audio (Publisher) & 0 more",,The Warmth of Other Suns: The Epic Story of America's Great Migration,"[""Books"",""Politics & Social Sciences"",""Social Sciences"",""Ethnic Studies"",""African Descent & Black"",""African American Studies""]"
B004WB5MOM,,"John Steinbeck (Author), Gary Sinise (Narrator), Penguin Audio (Publisher) & 0 more",,Of Mice and Men,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Small Town & Rural""]"
B0055PQZYK,,"Ransom Riggs (Author), Jesse Bernstein (Narrator), Random House Audio (Publisher) & 0 more",,Miss Peregrine's Home for Peculiar Children,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Mystery & Thriller""]"
B004Y42QEG,,"Diana Gabaldon (Author), Davina Porter (Narrator), Recorded Books (Publisher) & 0 more",,"A Breath of Snow and Ashes: Outlander, Book 6","[""Books"",""Romance"",""Historical"",""Scottish""]"
B0052RDHTM,,Ken Follett,,"Fall of Giants (The Century Trilogy, Book 1)","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
B0054LJGWS,,Neil GaimanTerry Pratchett,,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
B004YZ4MI8,,"Veronica Roth (Author), Emma Galvin (Narrator), HarperAudio (Publisher) & 0 more",,Divergent,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Science Fiction""]"
B0051XV5Y6,1419741853,Jeff Kinney,"https://images-na.ssl-images-amazon.com/images/I/51+trz4Y98L._SY344_BO1,204,203,200_.jpg",Diary of a Wimpy Kid (Diary of a Wimpy Kid #1),"[""Books"",""Children's Books"",""Humor""]"
B005C7QVUE,,"Roy Dotrice (Narrator), George R.R. Martin (Author), Random House Audio (Publisher) & 0 more",,"A Dance with Dragons: A Song of Ice and Fire, Book 5","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]"
B005HG7BWC,,"Ernest Cline (Author), Wil Wheaton (Narrator), Random House Audio (Publisher) & 0 more",,Ready Player One,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Adventure""]"
B00632JANC,,"Diana Gabaldon (Author), Davina Porter (Narrator), Recorded Books (Publisher) & 0 more",,"The Fiery Cross: Outlander, Book 5","[""Books"",""Romance"",""Historical"",""Scottish""]"
B005LW36VC,,"Liane Moriarty (Author), Tamara Lovatt-Smith (Narrator), Penguin Audio (Publisher) & 0 more",,What Alice Forgot,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Life""]"
B005PTP0QU,,"Bill O'Reilly (Author, Narrator), Martin Dugard (Author), Macmillan Audio (Publisher) & 0 more",,Killing Lincoln: The Shocking Assassination That Changed America Forever,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People"",""Military"",""American Civil War""]"
B0066U1SJU,,John Archambault,,Chicka Chicka Boom Boom,"[""Books"",""Children's Books"",""Literature & Fiction""]"
B005MM7F7W,,"Erin Morgenstern (Author), Jim Dale (Narrator), Random House Audio (Publisher) & 0 more",,The Night Circus,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Metaphysical & Visionary""]"
B0064CPN7I,,Ray Bradbury,,Fahrenheit 451: A Novel,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
B005YUDRKQ,,"Walter Isaacson (Author), Dylan Baker (Narrator), Simon & Schuster Audio (Publisher) & 0 more",,Steve Jobs,"[""Books"",""Biographies & Memoirs"",""Professionals & Academics"",""Business""]"
B005Z9GAJG,,"Daniel Kahneman (Author), Patrick Egan (Narrator), Random House Audio (Publisher) & 0 more",,"Thinking, Fast and Slow","[""Books"",""Business & Money"",""Management & Leadership"",""Decision-Making & Problem Solving""]"
B006ST49K4,,"Chris Kyle (Author), Scott McEwan (Author), John Pruden (Narrator), Jim DeFelice (Author), HarperAudio (Publisher) & 2 more",,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People"",""Military"",""Afghan & Iraq Wars"",""Iraq War""]"
B006VOVINM,,"Madeleine L'Engle (Author, Narrator), Hope Davis (Narrator), Ava DuVernay (Narrator), Charlotte Jones Voiklis (Narrator), Listening Library (Publisher) & 2 more",,A Wrinkle in Time,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Science Fiction"",""Time Travel""]"
B006VPAXQY,,"Kate Rudd (Narrator), John Green (Author), Brilliance Audio (Publisher) & 0 more",,The Fault in Our Stars,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Social & Family Issues"",""Death & Dying""]"
B0078XQPBA,,"R. J. Palacio (Author), Diana Steele (Narrator), Nick Podehl (Narrator), Kate Rudd (Narrator), Brilliance Audio (Publisher) & 2 more",,Wonder,"[""Books"",""Children's Books"",""Growing Up & Facts of Life"",""Health"",""Diseases & Physical Illness""]"
B0078XQQIC,,"Stephen King (Author), Grover Gardner (Narrator), Random House Audio (Publisher) & 0 more",,The Stand,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror""]"
B007EJSMC8,,"Charles Duhigg (Author), Mike Chamberlain (Narrator), Random House Audio (Publisher) & 0 more",,The Power of Habit: Why We Do What We Do in Life and Business,"[""Books"",""Medical Books"",""Psychology"",""General""]"
B007FEFLTO,,Ken Follett,,"Winter of the World (The Century Trilogy, Book 2)","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
B007HBYINU,,"Rebecca Skloot (Author), Cassandra Campbell (Narrator), Macmillan Digital Audio (Publisher) & 0 more",,The Immortal Life of Henrietta Lacks,"[""Books"",""Politics & Social Sciences"",""Social Sciences"",""Ethnic Studies"",""African Descent & Black"",""African American Studies""]"
B007HI3IQ6,,"Madeline Miller (Author), Frazer Douglas (Narrator), HarperAudio (Publisher) & 0 more",,The Song of Achilles: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical""]"
B007MIWUG0,,"Cheryl Strayed (Author), Bernadette Dunne (Narrator), Random House Audio (Publisher) & 0 more",,Wild: From Lost to Found on the Pacific Crest Trail,"[""Books"",""Reference"",""Writing, Research & Publishing Guides"",""Writing"",""Travel""]"
B007R07BK8,,"Becca Battoe (Narrator), E. L. James (Author), Random House Audio (Publisher) & 0 more",,Fifty Shades of Grey: Book One of the Fifty Shades Trilogy,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
B007R0L47O,,"Michelle Alexander (Author), Karen Chilton (Narrator), Recorded Books (Publisher) & 0 more",,"The New Jim Crow: Mass Incarceration in the Age of Colorblindness, 10th Anniversary Edition","[""Books"",""Politics & Social Sciences"",""Politics & Government"",""Specific Topics"",""Civil Rights & Liberties""]"
B007SGLZP8,,John Grisham,,The Racketeer: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
B00852WNUU,,"Ken Follett (Author), John Lee (Narrator), Pan Macmillan Publishers Ltd. (Publisher) & 0 more",,"The Pillars of the Earth: The Kingsbridge Novels, Book 1","[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Saga""]"
B008DNU68M,,"Jill Redfield (Narrator), Sylvia Day (Author), Brilliance Audio (Publisher) & 0 more",,"Bared to You: A Crossfire Novel, Book 1","[""Books"",""Literature & Fiction"",""Erotica"",""Romantic""]"
B007Z95ZPE,,"Veronica Roth (Author), Emma Galvin (Narrator), HarperAudio (Publisher) & 0 more",,"Insurgent: Divergent, Book 2","[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Science Fiction""]"
B007Z96MMO,,"Marcus Luttrell (Author), Patrick Robinson (Author), Kevin T. Collins (Narrator), Hachette Audio (Publisher) & 1 more",,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People"",""Military"",""Afghan & Iraq Wars"",""Afghan War""]"
B007UWOXKE,,"David Baldacci (Author), Ron McLarty (Narrator), Orlagh Cassidy (Narrator), Hachette Audio (Publisher) & 1 more",,The Innocent: A Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
B007UWP5AG,,"Becca Battoe (Narrator), E. L. James (Author), Random House Audio (Publisher) & 0 more",,Fifty Shades Darker: Book Two of the Fifty Shades Trilogy,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
B007UWPAD8,,"Becca Battoe (Narrator), E. L. James (Author), Random House Audio (Publisher) & 0 more",,Fifty Shades Freed: Book Three of the Fifty Shades Trilogy,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
B007WZU5E2,,"Kiera Cass (Author), Amy Rubinate (Narrator), HarperAudio (Publisher) & 0 more",,"The Selection: The Selection, Book 1","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Science Fiction"",""Dystopian""]"
B0088UT8IO,,"Julia Whelan (Narrator), Kirby Heyborne (Narrator), Gillian Flynn (Author), Random House Audio (Publisher) & 1 more",,Gone Girl: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
B008AK8FHM,,Eben Alexander III M.D.,,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,"[""Books"",""Medical Books"",""Medicine""]"
B0084U0JCW,,Mary Pope Osborne,,Magic Tree House Books 1-4 Ebook Collection: Mystery of the Tree House (Magic Tree House (R) 1),"[""Books"",""Children's Books"",""Literature & Fiction""]"
B008LUM25M,,James Dashner,,"The Maze Runner (Maze Runner series book 1): book 1 in the multi-million bestselling series, now a major movie","[""Books"",""Engineering & Transportation"",""Engineering""]"
B008U2P6HC,,"Stephen King (Author), Campbell Scott (Narrator), Random House Audio (Publisher) & 0 more",,The Shining,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror"",""Ghosts""]"
B008X6SZ0K,,"Margaret Atwood (Author), Claire Danes (Narrator), Audible Studios (Publisher) & 0 more",,The Handmaid's Tale,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Dystopian""]"
B0098TUO8M,,"Lee Child (Author), Dick Hill (Narrator), Random House Audio (Publisher) & 0 more",,A Wanted Man: A Jack Reacher Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
B0099SNV7I,,"Rob Inglis (Narrator), J. R. R. Tolkien (Author), Recorded Books (Publisher) & 0 more",,The Hobbit,"[""Books"",""Children's Books"",""Science Fiction & Fantasy"",""Fantasy & Magic""]"
B009NJILSM,,"Jill Redfield (Narrator), Sylvia Day (Author), Brilliance Audio (Publisher) & 0 more",,"Reflected in You: A Crossfire Novel, Book 2","[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
B009NOT66S,,"Rob Inglis (Narrator), J. R. R. Tolkien (Author), Recorded Books (Publisher) & 0 more",,The Return of the King: Book Three in the Lord of the Rings Trilogy,"[""Books"",""Science Fiction & Fantasy"",""Fantasy"",""Epic""]"
B009KHIS6M,,"Rick Riordan (Author), Joshua Swanson (Narrator), Listening Library (Publisher) & 0 more",,"The Mark of Athena: The Heroes of Olympus, Book 3","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Fantasy"",""Myths & Legends"",""Greek & Roman""]"
B009UX6DYA,,"John Grisham (Author), JD Jackson (Narrator), Random House Audio (Publisher) & 0 more",,The Racketeer,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Legal""]"
B009UX6NGI,,"Eben Alexander (Author, Narrator), Simon & Schuster Audio (Publisher)",,Proof of Heaven: A Neurosurgeon's Near-Death Experience and Journey into the Afterlife,"[""Books"",""Medical Books"",""Medicine"",""Internal Medicine"",""Neurology"",""Neuroscience""]"
B009YQ719O,,"Lee Child (Author), Johnathan McClain (Narrator), Penguin Audio (Publisher) & 0 more",,"Die Trying: Jack Reacher, Book 2","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Spies & Politics"",""Espionage""]"
B009YQ72CU,,"Lee Child (Author), Johnathan McClain (Narrator), Penguin Audio (Publisher) & 0 more",,"Tripwire: Jack Reacher, Book 3","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
B009YQ736U,,"Lee Child (Author), Johnathan McClain (Narrator), Penguin Audio (Publisher) & 0 more",,"Running Blind: Jack Reacher, Book 4","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
B00A9ET4MC,,Chimamanda Ngozi Adichie,,Americanah: A novel (Ala Notable Books for Adults),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
B00AFPQQE4,,"Leigh Bardugo (Author), Lauren Fortgang (Narrator), Audible Studios (Publisher) & 0 more",,Shadow and Bone,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Fantasy""]"
B00AA20E5Y,,Robert Galbraith,,The Cuckoo's Calling (Cormoran Strike Book 1),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
B00B1VXVIU,,"Dan Brown (Author), Paul Michael (Narrator), Random House Audio (Publisher) & 0 more",,Inferno: A Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
B00BIOG1ZU,,Bill O'ReillyMartin Dugard,,Killing Jesus: A History (Bill O'Reilly's Killing Series),"[""Books"",""History"",""World""]"
B00BPA1T8G,,"William Kent Krueger (Author), Rich Orlow (Narrator), Recorded Books (Publisher) & 0 more",,Ordinary Grace,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical""]"
B00BQYW47G,,"Bill O'Reilly (Author, Narrator), Martin Dugard (Author), Macmillan Audio (Publisher) & 0 more",,Killing Jesus: A History,"[""Books"",""History"",""World"",""Religious"",""Christianity""]"
B00BR1FKPG,,"Jill Redfield (Narrator), Sylvia Day (Author), Brilliance Audio (Publisher) & 0 more",,"Entwined with You: Crossfire Series, Book 3","[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
B00BUA0S10,,"Michael Matthews (Author, Narrator), Oculus Publishers (Publisher)",,Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body,"[""Books"",""Health, Fitness & Dieting"",""Exercise & Fitness"",""Weight Training""]"
B00BWY8FAU,,"F. Scott Fitzgerald (Author), Jake Gyllenhaal (Narrator), Audible Studios (Publisher) & 0 more",,The Great Gatsby,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""TV, Movie, Video Game Adaptations""]"
B00C9M7P5K,,"Hugh Howey (Author), Amanda Sayle (Narrator), Audible Studios (Publisher) & 0 more",,"Wool: Silo, #1; Wool, #1-5","[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Adventure""]"
B00C2WDD5I,,A.G. Riddle,,"The Atlantis Gene: A Thriller (The Origin Mystery, Book 1)","[""Books"",""Literature & Fiction"",""Action & Adventure""]"
B00C74SHRK,,Donna Tartt,,The Goldfinch,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]"
B00CEYAFAU,,"Robert Galbraith (Author), Robert Glenister (Narrator), Hachette Audio UK (Publisher) & 0 more",,"The Cuckoo's Calling: Cormoran Strike, Book 1","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Crime""]"
B00CTQ2ZS8,,"Robert Galbraith (Author), Robert Glenister (Narrator), Hachette Audio (Publisher) & 0 more",,The Cuckoo's Calling,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Private Investigators""]"
B00CNQ7HAU,,John Grisham,,Sycamore Row: A Novel (Jake Brigance Book 2),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
B00CS386E4,,"Veronica Roth (Author), Emma Galvin (Narrator), Aaron Stanford (Narrator), HarperAudio (Publisher) & 1 more",,"Allegiant: Divergent Trilogy, Book 3","[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Science Fiction""]"
B00CS7QULQ,,"Colleen Hoover (Author), Angela Goethals (Narrator), Audible Studios (Publisher) & 0 more",,Hopeless,"[""Books"",""Romance"",""Contemporary""]"
B00D1ZLRK8,,"Leigh Bardugo (Author), Lauren Fortgang (Narrator), Audible Studios (Publisher) & 0 more",,Siege and Storm,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Fantasy"",""Dark Fantasy""]"
B00D67EOMO,,"Daniel James Brown (Author), Edward Herrmann (Narrator), Penguin Audio (Publisher) & 0 more",,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"[""Books"",""History"",""Americas"",""United States"",""State & Local""]"
B00DD3HOC8,,"George S. Clason (Author), Grover Gardner (Narrator), Gildan Media, LLC (Publisher) & 0 more",,The Richest Man in Babylon,"[""Books"",""Business & Money"",""Management & Leadership"",""Management""]"
B00DEKLQOC,,"Stephen King (Author), Will Patton (Narrator), Simon & Schuster Audio (Publisher) & 0 more",,Doctor Sleep: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror"",""Occult""]"
B00DEKLXXQ,,"Graeme Simsion (Author), Dan O'Grady (Narrator), Simon & Schuster Audio (Publisher) & 0 more",,The Rosie Project: A Novel,"[""Books"",""Literature & Fiction"",""Humor & Satire"",""Humorous""]"
B00DPM7TIG,,Anthony Doerr,,All the Light We Cannot See: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
B00DPM90C4,,Terry Hayes,,I Am Pilgrim: A Thriller,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
B00E7YISSG,,"Lee Child (Author), Dick Hill (Narrator), Random House Audio (Publisher) & 0 more",,"Never Go Back: Jack Reacher, Book 18","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
B00ENI0HUI,,"Agatha Christie (Author), Dan Stevens (Narrator), HarperAudio (Publisher) & 0 more",,And Then There Were None,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical""]"
B00EFB2VDO,,"John Grisham (Author), Michael Beck (Narrator), Random House Audio (Publisher) & 0 more",,Sycamore Row,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Legal""]"
B00EFB2YAO,,"Rick Riordan (Author), Nick Chamian (Narrator), Listening Library (Publisher) & 0 more",,"The House of Hades: The Heroes of Olympus, Book 4","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Fantasy"",""Myths & Legends"",""Greek & Roman""]"
B00EKOC0HI,,Viktor E Frankl,,Man's Search For Meaning: The classic tribute to hope from the Holocaust,"[""Books"",""History"",""World""]"
B00ESF277W,,Dr. Seuss,,The Cat in the Hat (Beginner Books(R)),"[""Books"",""Children's Books"",""Literature & Fiction""]"
B00ESF28OY,,Dr. Seuss,,Happy Birthday to You! (Classic Seuss),"[""Books"",""Children's Books"",""Literature & Fiction""]"
B00FPVS27W,,"Gary Keller (Author), Jay Papasan (Author), Timothy Miller (Narrator), Claire Hamilton (Narrator), Rellek Publishing Partners, Ltd. (Publisher) & 2 more",,The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results,"[""Books"",""Business & Money"",""Management & Leadership"",""Management""]"
B00G1TOJ7Y,,Anthony Doerr,,All the Light We Cannot See: The Breathtaking World Wide Bestseller,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
B00FHCJ6MO,,Sherri Duskey RinkerTom Lichtenheld,,"Goodnight, Goodnight Construction Site","[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
B00G3L6KQI,,Deborah Harkness,,"The Book of Life: A Novel (All Souls Trilogy, Book 3)","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
B00H58VGIA,,Sue Monk Kidd,,The Invention of Wings: With Notes (Oprah's Book Club 2.0 3),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
B00GEEB52S,,Stephen King,,Mr. Mercedes: A Novel (The Bill Hodges Trilogy Book 1),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
B00GJ6LE6S,,"Linda Sue Park (Author), David Baker (Narrator), Cynthia Bishop (Narrator), Full Cast Audio (Publisher) & 1 more",,A Long Walk to Water,"[""Books"",""Children's Books"",""Growing Up & Facts of Life"",""Family Life"",""Orphans & Foster Homes""]"
B00H8RU6UM,,"Sue Monk Kidd (Author, Narrator), Jenna Lamia (Narrator), Adepero Oduye (Narrator), Penguin Audio (Publisher) & 1 more",,The Invention of Wings: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Biographical""]"
B00HWAS1XE,,"Andrzej Sapkowski (Author), Peter Kenny (Narrator), Orion Publishing Group (Publisher) & 0 more",,The Last Wish,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror"",""Dark Fantasy""]"
